subword,entropy
Ke,0.4811492162015214
##zde,2.0109109850699056
terem,1.7848587563935174
eget,0.6329767406965655
##etlen,0.31991996409824075
set,2.9297051020907947
##ély,0.8646901503453548
##ín,0.5550599137046056
Le,0.6223180416105548
##oss,1.3762450502325712
nevez,0.3454569019611336
##pal,2.2074253228783838
##séget,0.7086240556314882
##js,0.8753635072212375
este,0.3603644051530417
##gge,0.3867871374397601
##ye,0.8121026526298946
víz,0.31201343091958966
##ekt,2.5429803377543077
Ter,2.555913095175825
tehát,0.6927609164407875
##zete,1.4717422336797965
alatt,0.3909661017757861
##gne,2.612172172080849
második,0.5116642520253282
##ljene,1.280358369962175
tenger,0.26581660038849025
##után,0.41632946987034336
##son,1.8408797720145467
##yeng,0.8100475423185599
##vet,0.3234469876391721
##zzo,0.4055294256408496
melyben,0.5205113139224617
##öldön,0.4520016485105835
##ter,0.7032050597231668
melynek,2.140272804502569
harmadik,3.4253580057792807
##ító,0.8231264885260362
teste,0.3368009850128954
##ától,1.4794988890428653
je,0.9447525320973198
##ozó,2.0
ün,0.4323505133272413
##pek,0.23165761888866676
##kul,0.9155712793459988
##sana,1.166822952013161
nagyobb,0.27978271435178925
kisebb,0.9986110621452956
##jel,1.253998839612048
##sil,2.138978273793956
##lag,0.41899022027900135
##ezte,0.5540985592730556
##djan,3.41041725276052
negyedik,3.733737163103253
Pe,0.8907700712022975
##atok,0.95256339495958
##üz,3.264482834487666
##sg,0.31898098421684834
##ését,0.2978570948886895
ma,0.8491583626941721
##dara,2.6921922120185875
rep,0.49917203862884585
##azo,1.2453561907958268
##ög,1.2538520442742827
##ekben,0.22920866607651305
##féle,1.0549601101434418
##nya,0.5821962989808814
##des,0.5300602043757052
##por,3.4540766004585906
##jat,0.2944668796939153
##aso,1.1039862442120598
##dja,1.5927446015381403
##ölt,0.1865094181319182
##eit,0.810306804108816
##ödik,2.974490318062991
bar,0.4005241919343506
##mo,0.5103274990491904
vad,1.9981818239221574
##akat,0.5589638744073169
has,0.4621304262192319
##lato,1.3846823587260775
hala,0.21208250481545357
##in,2.525470468549973
##kon,1.0931766504573555
bir,0.5943811430988786
##oda,0.7722789468232496
##lmat,0.7132660732429458
ado,0.8192435406129919
